location_id,ihme_loc_id,lambda,omega,zeta,scale,amp,complete
44889,IRN_44889,.30000001,2,.99000001,7,regional,0
44890,IRN_44890,.30000001,2,.99000001,7,regional,0
44891,IRN_44891,.30000001,2,.99000001,7,regional,0
44892,IRN_44892,.30000001,2,.99000001,7,regional,0
44893,IRN_44893,.30000001,2,.99000001,7,regional,0
44894,IRN_44894,.30000001,2,.99000001,7,regional,0
143,IRQ,.30000001,2,.99000001,7,regional,0
83,ISL,.1,5,.99000001,5,regional,1
85,ISR,.1,2,.99000001,5,regional,1
35494,ITA_35494,.1,2,.99000001,5,regional,1
35495,ITA_35495,.1,2,.99000001,5,regional,1
35496,ITA_35496,.1,2,.99000001,5,regional,1
35497,ITA_35497,.1,2,.99000001,5,regional,1
35498,ITA_35498,.1,2,.99000001,5,regional,1
35499,ITA_35499,.1,2,.99000001,5,regional,1
35500,ITA_35500,.1,2,.99000001,5,regional,1
35501,ITA_35501,.1,2,.99000001,5,regional,1
35502,ITA_35502,.1,2,.99000001,5,regional,1
35503,ITA_35503,.1,2,.99000001,5,regional,1
35504,ITA_35504,.1,2,.99000001,5,regional,1
35505,ITA_35505,.1,2,.99000001,5,regional,1
35506,ITA_35506,.1,2,.99000001,5,regional,1
35507,ITA_35507,.1,2,.99000001,5,regional,1
35508,ITA_35508,.1,2,.99000001,5,regional,1
35509,ITA_35509,.1,2,.99000001,5,regional,1
35510,ITA_35510,.1,2,.99000001,5,regional,1
35511,ITA_35511,.1,2,.99000001,5,regional,1
35512,ITA_35512,.1,2,.99000001,5,regional,1
35513,ITA_35513,.1,2,.99000001,5,regional,1
35514,ITA_35514,.1,2,.99000001,5,regional,1
115,JAM,.1,2,.99000001,5,regional,1
144,JOR,.30000001,2,.99000001,7,regional,0
35424,JPN_35424,.1,2,.99000001,5,regional,1
35425,JPN_35425,.1,2,.99000001,5,regional,1
35426,JPN_35426,.1,2,.99000001,5,regional,1
35427,JPN_35427,.1,2,.99000001,5,regional,1
35428,JPN_35428,.1,2,.99000001,5,regional,1
35429,JPN_35429,.1,2,.99000001,5,regional,1
35430,JPN_35430,.1,2,.99000001,5,regional,1
35431,JPN_35431,.1,2,.99000001,5,regional,1
35432,JPN_35432,.1,2,.99000001,5,regional,1
35433,JPN_35433,.1,2,.99000001,5,regional,1
35434,JPN_35434,.1,2,.99000001,5,regional,1
35435,JPN_35435,.1,2,.99000001,5,regional,1
35436,JPN_35436,.1,2,.99000001,5,regional,1
35437,JPN_35437,.1,2,.99000001,5,regional,1
35438,JPN_35438,.1,2,.99000001,5,regional,1
35439,JPN_35439,.1,2,.99000001,5,regional,1
35440,JPN_35440,.1,2,.99000001,5,regional,1
35441,JPN_35441,.1,2,.99000001,5,regional,1
35442,JPN_35442,.1,2,.99000001,5,regional,1
35443,JPN_35443,.1,2,.99000001,5,regional,1
35444,JPN_35444,.1,2,.99000001,5,regional,1
35445,JPN_35445,.1,2,.99000001,5,regional,1
35446,JPN_35446,.1,2,.99000001,5,regional,1
35447,JPN_35447,.1,2,.99000001,5,regional,1
35448,JPN_35448,.1,2,.99000001,5,regional,1
35449,JPN_35449,.1,2,.99000001,5,regional,1
35450,JPN_35450,.1,2,.99000001,5,regional,1
35451,JPN_35451,.1,2,.99000001,5,regional,1
35452,JPN_35452,.1,2,.99000001,5,regional,1
35453,JPN_35453,.1,2,.99000001,5,regional,1
35454,JPN_35454,.1,2,.99000001,5,regional,1
35455,JPN_35455,.1,2,.99000001,5,regional,1
35456,JPN_35456,.1,2,.99000001,5,regional,1
35457,JPN_35457,.1,2,.99000001,5,regional,1
35458,JPN_35458,.1,2,.99000001,5,regional,1
35459,JPN_35459,.1,2,.99000001,5,regional,1
35460,JPN_35460,.1,2,.99000001,5,regional,1
35461,JPN_35461,.1,2,.99000001,5,regional,1
35462,JPN_35462,.1,2,.99000001,5,regional,1
35463,JPN_35463,.1,2,.99000001,5,regional,1
35464,JPN_35464,.1,2,.99000001,5,regional,1
35465,JPN_35465,.1,2,.99000001,5,regional,1
35466,JPN_35466,.1,2,.99000001,5,regional,1
35467,JPN_35467,.1,2,.99000001,5,regional,1
35468,JPN_35468,.1,2,.99000001,5,regional,1
35469,JPN_35469,.1,2,.99000001,5,regional,1
35470,JPN_35470,.1,2,.99000001,5,regional,1
36,KAZ,.1,2,.99000001,5,regional,1
37,KGZ,.1,5,.99000001,5,regional,1
23,KIR,.30000001,5,.99000001,7,regional,0
393,KNA,.30000001,2,.99000001,7,regional,0
68,KOR,.1,5,.99000001,5,regional,1
145,KWT,.1,2,.99000001,5,regional,1
116,LCA,.1,5,.99000001,5,regional,1
17,LKA,.30000001,2,.99000001,7,regional,0
60,LTU,.1,2,.99000001,5,regional,1
87,LUX,.1,5,.99000001,5,regional,1
59,LVA,.1,5,.99000001,5,regional,1
367,MCO,.30000001,2,.99000001,7,regional,0
61,MDA,.1,5,.99000001,5,regional,1
14,MDV,.30000001,2,.99000001,7,regional,0
4643,MEX_4643,.1,2,.99000001,5,regional,1
4644,MEX_4644,.1,2,.99000001,5,regional,1
4645,MEX_4645,.1,2,.99000001,5,regional,1
4646,MEX_4646,.1,2,.99000001,5,regional,1
4647,MEX_4647,.1,2,.99000001,5,regional,1
4648,MEX_4648,.1,5,.99000001,5,regional,1
4649,MEX_4649,.1,2,.99000001,5,regional,1
4650,MEX_4650,.1,2,.99000001,5,regional,1
4651,MEX_4651,.1,2,.99000001,5,regional,1
4652,MEX_4652,.1,2,.99000001,5,regional,1
4653,MEX_4653,.1,2,.99000001,5,regional,1
4654,MEX_4654,.1,2,.99000001,5,regional,1
4655,MEX_4655,.1,2,.99000001,5,regional,1
4656,MEX_4656,.1,2,.99000001,5,regional,1
4657,MEX_4657,.1,2,.99000001,5,regional,1
4658,MEX_4658,.1,2,.99000001,5,regional,1
4659,MEX_4659,.1,2,.99000001,5,regional,1
4660,MEX_4660,.1,2,.99000001,5,regional,1
4661,MEX_4661,.1,2,.99000001,5,regional,1
4662,MEX_4662,.1,2,.99000001,5,regional,1
4663,MEX_4663,.1,2,.99000001,5,regional,1
4664,MEX_4664,.1,2,.99000001,5,regional,1
4665,MEX_4665,.1,2,.99000001,5,regional,1
4666,MEX_4666,.1,2,.99000001,5,regional,1
4667,MEX_4667,.1,2,.99000001,5,regional,1
4668,MEX_4668,.1,2,.99000001,5,regional,1
4669,MEX_4669,.1,2,.99000001,5,regional,1
4670,MEX_4670,.1,2,.99000001,5,regional,1
4671,MEX_4671,.1,2,.99000001,5,regional,1
4672,MEX_4672,.1,2,.99000001,5,regional,1
4673,MEX_4673,.1,2,.99000001,5,regional,1
4674,MEX_4674,.1,2,.99000001,5,regional,1
49,MKD,.30000001,2,.99000001,7,regional,0
88,MLT,.1,5,.99000001,5,regional,1
50,MNE,.30000001,2,.99000001,7,regional,0
38,MNG,.30000001,2,.99000001,7,regional,0
376,MNP,.30000001,2,.99000001,7,regional,0
183,MUS,.1,5,.99000001,5,regional,1
13,MYS,.30000001,2,.99000001,7,regional,0
131,NIC,.30000001,2,.99000001,7,regional,0
89,NLD,.1,5,.99000001,5,regional,1
4910,NOR_4910,.1,2,.99000001,5,regional,1
4920,NOR_4920,.1,2,.99000001,5,regional,1
4923,NOR_4923,.1,2,.99000001,5,regional,1
4926,NOR_4926,.1,2,.99000001,5,regional,1
53432,NOR_53432,.1,2,.99000001,5,regional,1
44850,NZL_44850,.1,5,.99000001,5,regional,1
44851,NZL_44851,.1,5,.99000001,5,regional,1
150,OMN,.30000001,2,.99000001,7,regional,0
132,PAN,.1,5,.99000001,5,regional,1
123,PER,.30000001,2,.99000001,7,regional,0
53533,PHL_53533,.1,2,.99000001,5,regional,1
53534,PHL_53534,.1,2,.99000001,5,regional,1
53535,PHL_53535,.1,2,.99000001,5,regional,1
53536,PHL_53536,.1,2,.99000001,5,regional,1
53537,PHL_53537,.1,2,.99000001,5,regional,1
53538,PHL_53538,.1,2,.99000001,5,regional,1
53539,PHL_53539,.1,2,.99000001,5,regional,1
53540,PHL_53540,.1,2,.99000001,5,regional,1
53541,PHL_53541,.1,2,.99000001,5,regional,1
53542,PHL_53542,.1,2,.99000001,5,regional,1
53543,PHL_53543,.1,2,.99000001,5,regional,1
53544,PHL_53544,.1,2,.99000001,5,regional,1
53545,PHL_53545,.1,2,.99000001,5,regional,1
53546,PHL_53546,.1,2,.99000001,5,regional,1
53547,PHL_53547,.1,2,.99000001,5,regional,1
53548,PHL_53548,.1,2,.99000001,5,regional,1
53549,PHL_53549,.1,2,.99000001,5,regional,1
53550,PHL_53550,.1,2,.99000001,5,regional,1
53551,PHL_53551,.1,2,.99000001,5,regional,1
53552,PHL_53552,.1,2,.99000001,5,regional,1
53553,PHL_53553,.1,2,.99000001,5,regional,1
53554,PHL_53554,.1,2,.99000001,5,regional,1
53555,PHL_53555,.1,2,.99000001,5,regional,1
53556,PHL_53556,.1,2,.99000001,5,regional,1
53557,PHL_53557,.1,2,.99000001,5,regional,1
53558,PHL_53558,.1,2,.99000001,5,regional,1
53559,PHL_53559,.1,2,.99000001,5,regional,1
53560,PHL_53560,.1,2,.99000001,5,regional,1
53561,PHL_53561,.1,2,.99000001,5,regional,1
53562,PHL_53562,.1,2,.99000001,5,regional,1
53563,PHL_53563,.1,2,.99000001,5,regional,1
53564,PHL_53564,.1,2,.99000001,5,regional,1
53565,PHL_53565,.1,2,.99000001,5,regional,1
53566,PHL_53566,.1,2,.99000001,5,regional,1
53567,PHL_53567,.1,2,.99000001,5,regional,1
53568,PHL_53568,.1,2,.99000001,5,regional,1
53569,PHL_53569,.1,2,.99000001,5,regional,1
53570,PHL_53570,.1,2,.99000001,5,regional,1
53571,PHL_53571,.1,2,.99000001,5,regional,1
53572,PHL_53572,.1,2,.99000001,5,regional,1
53573,PHL_53573,.1,2,.99000001,5,regional,1
53574,PHL_53574,.1,2,.99000001,5,regional,1
53575,PHL_53575,.1,2,.99000001,5,regional,1
53576,PHL_53576,.1,2,.99000001,5,regional,1
53577,PHL_53577,.1,2,.99000001,5,regional,1
53578,PHL_53578,.1,2,.99000001,5,regional,1
53579,PHL_53579,.1,2,.99000001,5,regional,1
53580,PHL_53580,.1,2,.99000001,5,regional,1
53581,PHL_53581,.1,2,.99000001,5,regional,1
53582,PHL_53582,.1,2,.99000001,5,regional,1
53583,PHL_53583,.1,2,.99000001,5,regional,1
53584,PHL_53584,.1,2,.99000001,5,regional,1
53585,PHL_53585,.1,2,.99000001,5,regional,1
53586,PHL_53586,.1,2,.99000001,5,regional,1
53587,PHL_53587,.1,2,.99000001,5,regional,1
53588,PHL_53588,.1,2,.99000001,5,regional,1
53589,PHL_53589,.1,2,.99000001,5,regional,1
53590,PHL_53590,.1,2,.99000001,5,regional,1
53591,PHL_53591,.1,2,.99000001,5,regional,1
53592,PHL_53592,.1,2,.99000001,5,regional,1
53593,PHL_53593,.1,2,.99000001,5,regional,1
53594,PHL_53594,.1,2,.99000001,5,regional,1
53595,PHL_53595,.1,2,.99000001,5,regional,1
53596,PHL_53596,.1,2,.99000001,5,regional,1
53597,PHL_53597,.1,2,.99000001,5,regional,1
53598,PHL_53598,.1,2,.99000001,5,regional,1
53599,PHL_53599,.1,2,.99000001,5,regional,1
53600,PHL_53600,.1,2,.99000001,5,regional,1
53601,PHL_53601,.1,2,.99000001,5,regional,1
53602,PHL_53602,.1,2,.99000001,5,regional,1
53603,PHL_53603,.1,2,.99000001,5,regional,1
53604,PHL_53604,.1,2,.99000001,5,regional,1
53605,PHL_53605,.1,2,.99000001,5,regional,1
53606,PHL_53606,.1,2,.99000001,5,regional,1
53607,PHL_53607,.1,2,.99000001,5,regional,1
53608,PHL_53608,.1,2,.99000001,5,regional,1
53610,PHL_53610,.1,2,.99000001,5,regional,1
53614,PHL_53614,.1,2,.99000001,5,regional,1
53660,POL_53660,.1,2,.99000001,5,regional,1
53661,POL_53661,.1,2,.99000001,5,regional,1
53662,POL_53662,.1,2,.99000001,5,regional,1
53663,POL_53663,.1,2,.99000001,5,regional,1
53664,POL_53664,.1,2,.99000001,5,regional,1
53665,POL_53665,.1,2,.99000001,5,regional,1
53666,POL_53666,.1,2,.99000001,5,regional,1
53667,POL_53667,.1,2,.99000001,5,regional,1
53668,POL_53668,.1,2,.99000001,5,regional,1
53669,POL_53669,.1,2,.99000001,5,regional,1
53670,POL_53670,.1,2,.99000001,5,regional,1
53671,POL_53671,.1,2,.99000001,5,regional,1
53672,POL_53672,.1,2,.99000001,5,regional,1
53673,POL_53673,.1,2,.99000001,5,regional,1
53674,POL_53674,.1,2,.99000001,5,regional,1
53675,POL_53675,.1,2,.99000001,5,regional,1
385,PRI,.1,5,.99000001,5,regional,1
91,PRT,.1,2,.99000001,5,regional,1
136,PRY,.30000001,2,.99000001,7,regional,0
149,PSE,.30000001,2,.99000001,7,regional,0
151,QAT,.30000001,2,.99000001,7,regional,0
52,ROU,.1,5,.99000001,5,regional,1
44903,RUS_44903,.1,2,.99000001,5,regional,1
44904,RUS_44904,.1,2,.99000001,5,regional,1
44905,RUS_44905,.1,2,.99000001,5,regional,1
44906,RUS_44906,.1,2,.99000001,5,regional,1
44907,RUS_44907,.1,2,.99000001,5,regional,1
44908,RUS_44908,.1,2,.99000001,5,regional,1
44909,RUS_44909,.1,2,.99000001,5,regional,1
44910,RUS_44910,.1,2,.99000001,5,regional,1
44911,RUS_44911,.1,2,.99000001,5,regional,1
44912,RUS_44912,.1,2,.99000001,5,regional,1
44913,RUS_44913,.1,2,.99000001,5,regional,1
44914,RUS_44914,.1,2,.99000001,5,regional,1
44915,RUS_44915,.1,2,.99000001,5,regional,1
44916,RUS_44916,.1,2,.99000001,5,regional,1
44917,RUS_44917,.1,2,.99000001,5,regional,1
44918,RUS_44918,.1,2,.99000001,5,regional,1
44919,RUS_44919,.1,2,.99000001,5,regional,1
44920,RUS_44920,.1,2,.99000001,5,regional,1
44921,RUS_44921,.1,2,.99000001,5,regional,1
44922,RUS_44922,.1,2,.99000001,5,regional,1
44923,RUS_44923,.1,2,.99000001,5,regional,1
44924,RUS_44924,.1,2,.99000001,5,regional,1
44925,RUS_44925,.1,2,.99000001,5,regional,1
44926,RUS_44926,.1,2,.99000001,5,regional,1
44927,RUS_44927,.1,2,.99000001,5,regional,1
44928,RUS_44928,.1,2,.99000001,5,regional,1
44929,RUS_44929,.1,2,.99000001,5,regional,1
44930,RUS_44930,.1,2,.99000001,5,regional,1
44931,RUS_44931,.1,2,.99000001,5,regional,1
44932,RUS_44932,.1,2,.99000001,5,regional,1
44933,RUS_44933,.1,2,.99000001,5,regional,1
44935,RUS_44935,.1,2,.99000001,5,regional,1
44936,RUS_44936,.1,2,.99000001,5,regional,1
44937,RUS_44937,.1,2,.99000001,5,regional,1
44938,RUS_44938,.1,2,.99000001,5,regional,1
44940,RUS_44940,.1,2,.99000001,5,regional,1
44941,RUS_44941,.1,2,.99000001,5,regional,1
44942,RUS_44942,.1,2,.99000001,5,regional,1
44943,RUS_44943,.1,2,.99000001,5,regional,1
44944,RUS_44944,.1,2,.99000001,5,regional,1
44945,RUS_44945,.1,2,.99000001,5,regional,1
44946,RUS_44946,.1,2,.99000001,5,regional,1
44947,RUS_44947,.1,2,.99000001,5,regional,1
44948,RUS_44948,.1,2,.99000001,5,regional,1
44949,RUS_44949,.1,2,.99000001,5,regional,1
44950,RUS_44950,.1,2,.99000001,5,regional,1
44951,RUS_44951,.1,2,.99000001,5,regional,1
44952,RUS_44952,.1,2,.99000001,5,regional,1
44953,RUS_44953,.1,2,.99000001,5,regional,1
44954,RUS_44954,.1,2,.99000001,5,regional,1
44955,RUS_44955,.1,2,.99000001,5,regional,1
44956,RUS_44956,.1,2,.99000001,5,regional,1
44957,RUS_44957,.1,2,.99000001,5,regional,1
44958,RUS_44958,.1,2,.99000001,5,regional,1
44959,RUS_44959,.1,2,.99000001,5,regional,1
44960,RUS_44960,.1,2,.99000001,5,regional,1
44961,RUS_44961,.1,2,.99000001,5,regional,1
44962,RUS_44962,.1,2,.99000001,5,regional,1
44963,RUS_44963,.1,2,.99000001,5,regional,1
44964,RUS_44964,.1,2,.99000001,5,regional,1
44965,RUS_44965,.1,2,.99000001,5,regional,1
44966,RUS_44966,.1,2,.99000001,5,regional,1
44967,RUS_44967,.1,2,.99000001,5,regional,1
44968,RUS_44968,.1,2,.99000001,5,regional,1
44969,RUS_44969,.1,2,.99000001,5,regional,1
44970,RUS_44970,.1,2,.99000001,5,regional,1
44971,RUS_44971,.1,2,.99000001,5,regional,1
44972,RUS_44972,.1,2,.99000001,5,regional,1
44973,RUS_44973,.1,2,.99000001,5,regional,1
44974,RUS_44974,.1,2,.99000001,5,regional,1
44975,RUS_44975,.1,2,.99000001,5,regional,1
44976,RUS_44976,.1,2,.99000001,5,regional,1
44977,RUS_44977,.1,2,.99000001,5,regional,1
44978,RUS_44978,.1,2,.99000001,5,regional,1
44979,RUS_44979,.1,2,.99000001,5,regional,1
44980,RUS_44980,.1,2,.99000001,5,regional,1
44981,RUS_44981,.1,2,.99000001,5,regional,1
44982,RUS_44982,.1,2,.99000001,5,regional,1
44983,RUS_44983,.1,2,.99000001,5,regional,1
44984,RUS_44984,.1,2,.99000001,5,regional,1
44985,RUS_44985,.1,2,.99000001,5,regional,1
44986,RUS_44986,.1,2,.99000001,5,regional,1
44987,RUS_44987,.1,2,.99000001,5,regional,1
152,SAU,.30000001,2,.99000001,7,regional,0
69,SGP,.1,5,.99000001,5,regional,1
127,SLV,.30000001,2,.99000001,7,regional,0
396,SMR,.30000001,2,.99000001,7,regional,0
53,SRB,.30000001,5,.99000001,7,regional,0
215,STP,.30000001,2,.99000001,7,global,0
118,SUR,.1,5,.99000001,5,regional,1
54,SVK,.30000001,2,.99000001,7,regional,0
55,SVN,.1,2,.99000001,5,regional,1
4940,SWE_4940,.1,2,.99000001,5,regional,1
4944,SWE_4944,.1,2,.99000001,5,regional,1
186,SYC,.30000001,5,.99000001,7,regional,0
153,SYR,.30000001,2,.99000001,7,regional,0
18,THA,.30000001,2,.99000001,7,regional,0
39,TJK,.30000001,5,.99000001,7,regional,0
40,TKM,.1,2,.99000001,5,regional,1
29,TON,.30000001,2,.99000001,7,regional,0
119,TTO,.1,2,.99000001,5,regional,1
155,TUR,.30000001,2,.99000001,7,regional,0
8,TWN,.1,2,.99000001,5,superregional,1
44934,UKR_44934,.1,2,.99000001,5,regional,1
44939,UKR_44939,.1,2,.99000001,5,regional,1
50559,UKR_50559,.1,2,.99000001,5,regional,1
99,URY,.1,5,.99000001,5,regional,1
523,USA_523,.1,2,.99000001,5,regional,1
524,USA_524,.1,2,.99000001,5,regional,1
525,USA_525,.1,2,.99000001,5,regional,1
526,USA_526,.1,2,.99000001,5,regional,1
527,USA_527,.1,2,.99000001,5,regional,1
528,USA_528,.1,2,.99000001,5,regional,1
529,USA_529,.1,2,.99000001,5,regional,1
530,USA_530,.1,2,.99000001,5,regional,1
531,USA_531,.1,2,.99000001,5,regional,1
532,USA_532,.1,2,.99000001,5,regional,1
533,USA_533,.1,2,.99000001,5,regional,1
534,USA_534,.1,2,.99000001,5,regional,1
535,USA_535,.1,2,.99000001,5,regional,1
536,USA_536,.1,2,.99000001,5,regional,1
537,USA_537,.1,2,.99000001,5,regional,1
538,USA_538,.1,2,.99000001,5,regional,1
539,USA_539,.1,2,.99000001,5,regional,1
540,USA_540,.1,2,.99000001,5,regional,1
541,USA_541,.1,2,.99000001,5,regional,1
542,USA_542,.1,2,.99000001,5,regional,1
543,USA_543,.1,2,.99000001,5,regional,1
544,USA_544,.1,2,.99000001,5,regional,1
545,USA_545,.1,2,.99000001,5,regional,1
546,USA_546,.1,2,.99000001,5,regional,1
547,USA_547,.1,2,.99000001,5,regional,1
548,USA_548,.1,2,.99000001,5,regional,1
549,USA_549,.1,2,.99000001,5,regional,1
550,USA_550,.1,2,.99000001,5,regional,1
551,USA_551,.1,2,.99000001,5,regional,1
552,USA_552,.1,2,.99000001,5,regional,1
553,USA_553,.1,2,.99000001,5,regional,1
554,USA_554,.1,2,.99000001,5,regional,1
555,USA_555,.1,2,.99000001,5,regional,1
556,USA_556,.1,2,.99000001,5,regional,1
557,USA_557,.1,2,.99000001,5,regional,1
558,USA_558,.1,2,.99000001,5,regional,1
559,USA_559,.1,2,.99000001,5,regional,1
560,USA_560,.1,2,.99000001,5,regional,1
561,USA_561,.1,2,.99000001,5,regional,1
562,USA_562,.1,2,.99000001,5,regional,1
563,USA_563,.1,2,.99000001,5,regional,1
564,USA_564,.1,2,.99000001,5,regional,1
565,USA_565,.1,2,.99000001,5,regional,1
566,USA_566,.1,2,.99000001,5,regional,1
567,USA_567,.1,2,.99000001,5,regional,1
568,USA_568,.1,2,.99000001,5,regional,1
569,USA_569,.1,2,.99000001,5,regional,1
570,USA_570,.1,2,.99000001,5,regional,1
571,USA_571,.1,2,.99000001,5,regional,1
572,USA_572,.1,2,.99000001,5,regional,1
573,USA_573,.1,2,.99000001,5,regional,1
41,UZB,.1,2,.99000001,5,regional,1
117,VCT,.1,5,.99000001,5,regional,1
133,VEN,.1,2,.99000001,5,regional,1
422,VIR,.1,2,.99000001,5,regional,1
20,VNM,.30000001,2,.99000001,7,regional,0
